topic_num,messages_ch,messages_en,top_words_ch,top_words_en
10,"压抑 ， 提早 感受 上有老下有小 的 生活
有 一种 压力 ， 叫 上有老下有小 ； 有 一种 责任 ， 叫 上有老下有小 ； 更 有 一种 幸福 ， 叫 上有老下有小 。
人世间 ， 有 一种 压力 ， 叫 上有老下有小 ； 还有 一种 责任 ， 叫 上有老下有小 ； 更 有 一种 幸福 ， 叫 上有老下有小 ！
压力 无处不在 ！
年龄 终究 跟 压力 和 责任 成正比 ～","depressed, early to feel the life of the young and old
there is a kind of pressure, called the old and the younger, and the responsibility, called the old and the younger, and there is also a kind of happiness, called the old and the younger, and the younger.
in the world, there is a kind of pressure, called the old and the younger; there is also a responsibility, called the old and the younger; there is also a kind of happiness, called the old and the younger!
pressure is everywhere!
after all, age is proportional to pressure and responsibility~","选择, 生活, 人生, 面对, 家庭, 社会, 事业, 责任, 放弃, 现实, 独立, 每个, 年轻, 岁, 能力","select, life, life, face, family, society, cause, responsibility, give up, reality, independent, each, young, year old, ability"
11,"【 不同 肥胖 类型 对症 瘦身 茶 】 节食 者 推荐 喝 乌龙茶 ; 浮肿 者 喝 薏仁 茶 ; 压力 造成 便秘 要 喝 荷叶茶 ; 节食 便秘 喝 决明子 茶 ; 涨气者 喝 大 麦芽茶 ; 消脂 喝 柠檬茶 ; 积食 喝 普洱茶 ; 护胃 喝 玫瑰花 茶 ; 清火 排毒 菊花茶 ; 油腻 喝 陈皮 茶 ; 食肉 者 喝 山楂 茶 。
【 不同 类型 肥胖 对应 的 瘦身 茶 】 1 . 节食 者 推荐 喝 乌龙茶 2 . 浮肿 者 喝 薏仁 茶 3 . 压力 造成 便秘 要 喝 荷叶茶 4 . 节食 便秘 喝 决明子 茶 5 . 涨气者 喝 大 麦芽茶 6 . 消脂 喝 柠檬茶 7 . 积食 喝 普洱茶 8 . 护胃 喝 玫瑰花 茶 9 . 清火 排毒 菊花茶 10 . 油腻 喝 陈皮 茶 11 . 食肉 者 喝 山楂 茶 12 . 利尿 降 脂酸 溜 根茶
【 不同 肥胖 类型 对症 瘦身 茶 】 1 . 节食 者 推荐 喝 乌龙茶 2 . 浮肿 者 喝 薏仁 茶 3 . 压力 造成 便秘 要 喝 荷叶茶 4 . 节食 便秘 喝 决明子 茶 5 . 涨气者 喝 大 麦芽茶 6 . 消脂 喝 柠檬茶 7 . 积食 喝 普洱茶 8 . 护胃 喝 玫瑰花 茶 9 . 清火 排毒 菊花茶 10 . 油腻 喝 陈皮 茶 11 . 食肉 者 喝 山楂 茶 12 . 利尿 降 脂酸 溜 根茶 。
【 不同 类型 肥胖 对应 的 瘦身 茶 】 1 . 节食 者 推荐 喝 乌龙茶 2 . 浮肿 者 喝 薏仁 茶 3 . 压力 造成 便秘 要 喝 荷叶茶 4 . 节食 便秘 喝 决明子 茶 5 . 涨气者 喝 大 麦芽茶 6 . 消脂 喝 柠檬茶 7 . 积食 喝 普洱茶 8 . 护胃 喝 玫瑰花 茶 9 . 清火 排毒 菊花茶 10 . 油腻 喝 陈皮 茶 11 . 食肉 者 喝 山楂 茶 12 . 利尿 降 脂酸 溜 根茶 。
【 不同 肥胖 类型 的 对症 瘦身 茶 】 1 . 节食 者 推荐 喝 乌龙茶 2 . 浮肿 者 喝 薏仁 茶 3 . 压力 造成 便秘 要 喝 荷叶茶 4 . 节食 便秘 喝 决明子 茶 5 . 涨气者 喝 大 麦芽茶 6 . 消脂 喝 柠檬茶 7 . 积食 喝 普洱茶 8 . 护胃 喝 玫瑰花 茶 9 . 清火 排毒 菊花茶 10 . 油腻 喝 陈皮 茶 11 . 食肉 者 喝 山楂 茶 12 . 利尿 降 脂酸 溜 根茶 。","[symptomatic slimming tea for different types of obesity] dieters recommend drinking oolong tea; those with edema should drink coix seed tea; those with stress-induced constipation should drink lotus leaf tea; those with dieting constipation should drink cassia tea; those with gassy drink barley malt tea; drink pu'er tea; drink rose tea for stomach protection; clear fire detoxification chrysanthemum tea; drink tangerine peel tea if you are greasy; drink hawthorn tea for carnivores.
[slimming tea corresponding to different types of obesity] 1. dieters recommend drinking oolong tea 2. drinking barley tea for those with swelling 3. drinking lotus leaf tea for constipation caused by stress 4. drinking cassia tea for dieting constipation 5. drinking barley malt tea for those with gas drink lemon tea for fat reduction 7. drink pu'er tea for food accumulation 8. drink rose tea for stomach protection 9. fire detoxification chrysanthemum tea 10. drink tangerine peel tea for greasy people 11. drink hawthorn tea for carnivores 12. drink diuretic and acidic root tea
[symptomatic slimming tea for different types of obesity] 1. oolong tea is recommended for dieters. 2. coix tea is recommended for those with swelling. 3. lotus leaf tea for constipation caused by stress. 4. cassia tea for dieting and constipation. anti-cellulite drink lemon tea 7. food accumulation drink pu'er tea 8. stomach protection drink rose tea 9. fire detoxification chrysanthemum tea 10. greasy drink tangerine peel tea 11. meat eaters drink hawthorn tea 12.
[slimming tea corresponding to different types of obesity] 1. dieters recommend drinking oolong tea 2. drinking barley tea for those with swelling 3. drinking lotus leaf tea for constipation caused by stress 4. drinking cassia tea for dieting constipation 5. drinking barley malt tea for those with gas . anti-cellulite drink lemon tea 7. eat food and drink pu'er tea 8. drink rose tea for stomach protection 9. fire detoxification chrysanthemum tea 10. drink tangerine peel tea for greasy people 11. drink hawthorn tea for carnivores 12. diuretic and acid-lowering root tea.
[symptomatic slimming tea for different types of obesity] 1. dieters recommend drinking oolong tea. 2. drinking barley tea for those with swelling. 3. drinking lotus leaf tea for constipation caused by stress. 4. drinking cassia tea for dieting and constipation. . anti-cellulite drink lemon tea 7. eat food and drink pu'er tea 8. drink rose tea for stomach protection 9. fire detoxification chrysanthemum tea 10. drink tangerine peel tea for greasy people 11. drink hawthorn tea for carnivores 12. diuretic and acid-lowering root tea.","关注, 动力, 低, 话题, 决定, 相信, 最大, 也许, 力量, 方向, 了解, 潜能, 甜蜜, 处理, 股","attention, power, low, topic, decide, believe, maximum, maybe, power, direction, to understanding, potential, sweet, deal with, share"
12,"五成 企业 认为 社保 税费 负担过重 {SP} 求 政府 出手 救助
加快 推进 营业税 改征 增值税 试点 ， 完善 试点 办法 ， 降低 交通运输业 税收 负担 。 加快 农村 市场 和 农产品 流通 基础设施 建设 。
{TP} 按照 优化 税制 结构 、 公平 税收 负担 、 规范 分配关系 、 完善 税权 配置 的 原则 ， 健全 税制 体系 ， 加强 税收 法制建设 。 扩大 增值税 征收 范围 ， 相应 调减 营业税 等 税收 。 合理 调整 消费税 征收 范围 、 税率 结构 和 征税 环节 。
税费 问题 ： 中国 企业 税费 负担 要 减轻 ， 今年 力争 减税 降费 能够 达到 万亿 人民币 ；
发表 了 博文 《 山东 小微 企业 社保 压力 大 社保 支出 占 成本 两成 》 日 ， 齐鲁晚报 · 齐鲁 壹点 报道 在 2014 年 、 2015 年 两年 ， 我省 小微 企业 补贴 因为 卡 社保 难 发放 一事 ， 人社 部门 虽暂 未 回应 但 引发 社会 关注 。 想 拿 补贴 得 缴 社保 ， 山东 小微 企业 社保 压力 大 & {SP} 社保 支出 占 成本 两成","fifty percent of enterprises believe that social security taxes and fees are overburden {sp} and seek government assistance
accelerate the pilot program of changing business tax to value-added tax, improve pilot methods, and reduce the tax burden of the transportation industry. speed up the construction of rural markets and agricultural product circulation infrastructure.
{tp} in accordance with the principles of optimizing the tax system structure, fair tax burden, standardizing distribution relations, and improving the allocation of tax powers, we will improve the tax system and strengthen the construction of the taxation legal system. expand the scope of value-added tax collection and reduce business taxes and other taxes accordingly. reasonably adjust the scope of consumption tax collection, tax rate structure and tax collection links.
tax and fee issues: chinese enterprises should reduce their tax burden, and strive to reduce taxes and fees this year to reach one trillion yuan;
published a blog post ""small and micro enterprises in shandong are under pressure on social security and social security expenditures account for 20% of the cost."" qilu evening news and qilu one point reported that in 2014 and 2015, subsidies for small and micro enterprises in our province were difficult to issue due to the difficulty in issuing social security cards. although the social department has not responded yet, it has aroused social concern. want to get subsidies to pay social security, shandong small and micro enterprises are under great pressure on social security & {sp} social security expenditure accounts for 20% of the cost","企业, 政府, 国家, 减轻, 增加, 政策, 制度, 改革, 规定, 费用, 实施, 提高, 降低, 标准, 收费","enterprise, government, country, lighten, increase, policy, system, reform, stipulate, cost, implement, improve, reduce, standard, toll"
13,"表示 压力 很大
脸盲 表示 鸭梨 略大 ..
城管 表示 鸭梨 很大
沙发 表示 压力 很大
TX 表示 鸭梨 很大","indicates a lot of pressure
blindness means that the pear is slightly larger...
the city management said that the pear is very big
the sofa means a lot of pressure
tx means the pear is very big","表示, 很大, 毫无, 山, 好大, 最近, 看来, via, 山大, 抽烟, 对此, 还好, 重复, 不小, 胸部","means, very big, nothing, mountain, so big, recently, it seems, via, shanda, smokes, to this, okay, repeat, not small, chest"
14,"使人 疲惫 的 不是 远方 的 高山 ， 而是 鞋里 的 一粒 沙子 。
使人 疲惫 的 不是 远方 的 高山 ， 而是 鞋里 的 一粒 沙子 .
使人 疲惫 的 不是 远方 的 高山 ， 而是 鞋里 的 一粒 沙子 ！
使人 感到 疲惫 的 不是 远方 的 高山 ， 往往 是 鞋里 的 一粒 沙子 。
使人 疲惫 的 不是 远方 的 高山 ， 而是 鞋里 的 沙子 。","it is not the high mountains in the distance that makes people tired, but a grain of sand in the shoe.
it is not the high mountains in the distance that makes people tired, but a grain of sand in the shoe.
it is not the high mountains in the distance that makes people tired, but a grain of sand in the shoe!
it is not the distant mountains that make people tired, but a grain of sand in the shoe.
it is not the mountains in the distance that makes people tired, but the sand in the shoes.","影响, 导致, 造成, 原因, 产生, 容易, 严重, 发生, 无法, 形成, 因素, 受, 正常, 直接, 长期","influences, resulting in, cause, the reason, produce, easy, serious, occur, unable to, form, factor, receive, normal, direct, long"
15,"忍得 住 孤独 ， 耐得 住 寂寞 ， 挺 得 住 痛苦 ， 顶得住 压力
压抑 住
各种 hold 住 无 压力
人 啊 就是 要 忍得 住 孤独 ， 耐得 住 寂寞 ， 挺 得 住 痛苦 ， 顶得住 压力 ， 挡得住 诱惑 ， 守得 住 打击 ， 丢得 起 面子 ， 担得 起 责任
忍得 住 孤独 ； 耐得 住 寂寞 ； 挺 得 住 痛苦 ； 顶得住 压力 ； 挡得住 诱惑 ； 经得起 折腾 ； 受得 起 打击 ； 丢得 起 面子 ； 担得 起 责任 ； 提得 起 精神 。","can bear loneliness, bear loneliness, bear pain, bear pressure
suppressed
various hold live without pressure
humans have to endure loneliness, loneliness, pain, pressure, temptation, blows, face loss, and responsibility
can withstand loneliness; can withstand loneliness; can withstand pain; can withstand pressure; can withstand temptation; can withstand toss; can withstand blows;","之后, 便, 这种, 非常, 感到, 同样, 精神, 整个, 更是, 更加, 强大, 几乎, 力量, 住, 十分","after that, poop, this kind of, very much, feel, same, spirit, entire, even more, more, powerful, almost, power, live, very"
16,"告诉 大家 一个 振奋人心 的 消息 一个 翘首 盼望 的 消息 一个 春心荡漾 的 消息 一个 眉开眼笑 的 消息 一个 手舞足蹈 的 消息 一个 喜极而泣 的 消息 一个 如释重负 的 消息 一个 感人至深 的 消息 一个 催人泪下 的 消息 一个 慷慨激昂 的 消息 一个 万众瞩目 的 消息 一个 普天同庆 的 消息 一个 惊天地 、 泣鬼神 的 消息 ： 武汉 出 太阳 啦 
压力 抛 给 皇马 ！
马航 失联 消息 令人 心情沉重 ！
消息 看多 了 ， 异常 沉重 。
看到 这样 的 消息 就 心情 压抑 。","tell everyone an exciting news, a long-awaited news, a spring-hearted news, an open-eyed news, a dancing news, a happy news, a relieved news, a moving news, a tear-jerking news, an impassioned news, an eye-catching news. a news of universal celebration and a shocking and weeping news: the sun is coming out of wuhan
the pressure is thrown to real madrid!
the news that malaysia airlines lost contact is heavy!
the news is too heavy, and it is extremely heavy.
i feel depressed when i see such news.","支撑, 高, 附近, 位置, 操作, 抛, 大盘, 建议, 低吸, 上方, 回落, 依然, 逢, 仓位, 重","support, high, nearby, position, operating, throw, market, suggest, low suction, above, fall back, still, every, position, weight"
17,"发表 了 博文 《 乐利 传感器 在线 询价 》 乐利 传感器 是 乐利 中国 有限公司 代理 的 国内外 知名品牌 传感器 ， 乐利 传感器 按 用途 分类 有 温度传感器 、 湿度 传感器 、 压力 传感器 、 位移 传感器 、 转速 传感器 、 流量 传感器 等 。 乐利 传感器 在线 询 乐利 传感器 在线 询价
高速 轴承 温度传感器 润滑 系统 的 压力 传感器
{TP} 【 空气 压力 传感器 原理 】 空气 压力 传感器 是 一种 红外线 传感器 ， 它 可以 用来 探测 入侵者 ， 是 利用 空气 压力 变化 引起 警报 的 实例 。 详情 关注 ：
封面 竟然 用 某司 的 图片 / / 《 2012 - 2016 年 全球 智能 传感器 市场 》 报告 ： {LK} 。 2012 年 ， 全球 智能 传感器 市场 规模 39.8 亿美元 ， 预计 2016 年 将 达 60.6 亿美元 ， 复合 年增长率 11.1% 。 传感器 是 当今 最 先进 技术 的 基础 组成部分 。 根据 客户 需求 ， 供应商 正 研发 各种 传感器 ， 例如 压力 传感器 、 图像 传感器 、 力学 传感器 和 位置 传感器 等 。
缩小 压力 整理 内部 。","published a blog post ""online inquiry for leli sensors"" leli sensors are well-known brand sensors at home and abroad represented by leli china co., ltd. leli sensors are classified into temperature sensors, humidity sensors, pressure sensors, displacement sensors, speed sensors, flow sensor, etc. leli sensor online inquiry leli sensor online inquiry
pressure sensor of high-speed bearing temperature sensor lubrication system
{tp} [principle of air pressure sensor] the air pressure sensor is an infrared sensor that can be used to detect intruders. it is an example of using air pressure changes to cause alarms. for details:
the cover actually uses a company’s picture // ""2012-2016 global smart sensor market"" report: {lk}. in 2012, the global smart sensor market was worth 3.98 billion u.s. dollars and is expected to reach 6.06 billion u.s. dollars in 2016, with a compound annual growth rate of 11.1%. sensors are a fundamental part of today's most advanced technology. according to customer needs, suppliers are developing various sensors, such as pressure sensors, image sensors, mechanical sensors, and position sensors.
reduce the pressure and clean up the interior.","不同, 使用, 进行, 作用, 达到, 形成, 变化, 过程, 具有, 部分, 产生, 之间, 结构, 采用, 系统","different, use, get on, effect, achieve, form, variety, process, have, section, produce, between, structure, use, system"
18,"放下 过去 、 放下 压力 、 放下 懒惰 、 放下 抱怨 、 放下 消极 、 放下 犹豫 、
一辈子 想活 得 开心 点 ， 请 放下 这样 ： 放下 压力 。 放下 烦恼 。 放下 自卑 。 放下 懒惰 。 放下 消极 。 放下 抱怨 。 放下 犹豫 。 放下 狭隘 。
放下 压力 ， 累 与 不累 ， 取决于 心态 ； 放下 烦恼 ， 快乐 其实 很 简单 ； 放下 自卑 ， 把 自卑 从 字典 里 删去 ； 放下 懒惰 ， 奋斗 改变命运 ； 放下 消极 ， 绝望 向 左 ， 希望 向 右 ； 放下 抱怨 。 与其 抱怨 ， 不如 努力 ； 放下 犹豫 ， 立即行动 ， 成功 无限 ； 放下 狭隘 。 心宽 ， 天地 就 宽 ！
放下 压力 ， 累 与 不累 取决于 心态 ； 放下 烦恼 ， 快乐 其实 很 简单 ； 放下 自卑 ， 把 自卑 从 你 的 字典 裡 删去 ； 放下 懒惰 ， 奋斗 改变命运 ； 放下 消极 ， 绝望 向 左 ， 希望 向 右 ； 放下 抱怨 ， 与其 抱怨 不如 努力 ； 放下 犹豫 ， 立即行动 成功 无限 ； 放下 狭隘 ， 心宽 天地 就 宽 。
放下 这 八件 事 ， 你 就 离 成功 不远 。 放下 压力 ； 放下 烦恼 ； 放下 自卑 ； 放下 懒惰 ； 放下 消极 ； 放下 抱怨 ； 放下 犹豫 ； 放下 狭隘 。","let go of the past, let go of pressure, let go of laziness, let go of complaining, let go of negativity, let go of hesitation,
if you want to live happily all your life, please let go of this: let go of the pressure. let go of your worries. let go of inferiority complex. let go of laziness. let go of negativity. let go of complaining. let go of hesitation. let go of parochialism.
letting go of pressure, whether tired or not, depends on the state of mind; letting go of worries, happiness is actually very simple; letting go of inferiority, delete inferiority from the dictionary; let go of laziness, struggle to change destiny; let go of negativity, despair to the left, hope to the right; let go complain. instead of complaining, it is better to work hard; let go of hesitation, act immediately, success is limitless; let go of narrow-mindedness. broad heart, wide world!
let go of pressure, whether tired or not depends on the mentality; let go of worries, happiness is actually very simple; let go of inferiority, delete inferiority from your dictionary; let go of laziness, struggle to change destiny; let go of negativity, despair to the left, hope to the right; let go of complaining, it is better to work hard instead of complaining; let go of hesitation, act immediately and succeed infinitely; let go of narrow mindedness, the world will be wide.
let go of these eight things, and you are not far from success. let go of pressure; let go of worries; let go of inferiority; let go of laziness; let go of negativity; let go of complaining; let go of hesitation;","放下, 抱怨, 快乐, 烦恼, 累, 心态, 轻松, 包袱, 不累, 取决于, 绝望, 错误, 犹豫, 消极, 自卑","let go, complain, happy, upset, tired, mentality, easy, burden, not tired, depending on, despair, error, hesitate, negative, inferiority"
19,"越来越 压抑
越来越 沉重 越来越 疲惫 
人生 的 旅程 大半 是 孤单 懂得 珍惜 来 的 俱 是 美丽 舍得 放手 走 的 不成 负担
珍惜 二字 很 沉重 。
压力 越来越 大","more and more depressed
getting heavier and more tired
most of the journey of life is loneliness, knowing to cherish what is here, but beautiful, willing to let go, unburdened
the word cherish is very heavy.
increasing pressure","越来越, 变得, 不再, 年轻, 自信, 轻松, 年龄, 感到, 放弃, 学会, 变成, 慢慢, 年纪, 那种, 活着","more and more, become, no longer, young, confidence, easy, age, feel, give up, learn, become, slowly, age, kind, alive"
20,"压抑 的 快要 崩溃 了 ~
鸭梨 山 大 ， 崩溃 边缘 ！
压抑 到 想 崩溃
好 难过 好 压抑 啊  EI } 崩溃 边缘
压力 大到 快 崩溃 …","depressed is about to collapse~
yali mountain is big, on the verge of collapse!
depressed to collapse
so sad and depressed ei} on the verge of collapse
the pressure was so high that it was about to collapse...","事, 事情, 很多, 过去, 发生, 伤害, 一件, 心里, 不好, 有时候, 遇到, 做好, 慢慢, 实际上, 难过","thing, thing, a lot of, past, occur, hurt, one piece, in the heart, not good, sometimes, encounter, do well, slowly, actually, sad"
21,"全球 视野 有时 是 种 压力 。
吃 也 是 种 负担 {EI}
胃 不好 少 吃 9 种 食物 ① 炸鸡块 ， 引起 恶心 或者 腹泻 ； ② 巧克力 ， 引起 胃酸 倒流 ； ③ 柑橘类 果汁 ， 扰乱 消化道 ； ④ 生 洋葱 ， 可能 会 引起 腹痛 ； ⑤ 雪糕 ， 引起 腹痛 ； ⑥ 西兰花 和生 包心菜 ， 在 肠道 中 产生 气体 ； ⑦ 豆类 ， 产生 气体 和 膨胀 ； ⑧ 无糖 香口 糖 ， 引起 食道 气体 的 产生 ； ⑨ 桃 ， 加重 胃肠 负担 。
胃 不好 少 吃 9 种 食物 ： ① 炸鸡块 ， 引起 恶心 或者 腹泻 ； ② 巧克力 ， 引起 胃酸 倒流 ； ③ 柑橘类 果汁 ， 扰乱 消化道 ； ④ 生 洋葱 ， 可能 会 引起 腹痛 ； ⑤ 雪糕 ， 引起 腹痛 ； ⑥ 西兰花 和生 包心菜 ， 在 肠道 中 产生 气体 ； ⑦ 豆类 ， 产生 气体 和 膨胀 ； ⑧ 无糖 香口 糖 ， 引起 食道 气体 的 产生 ； ⑨ 桃 ， 加重 胃肠 负担 。
【 胃 不好 少 吃 9 种 食物 】 ① 炸鸡块 ， 引起 恶心 或者 腹泻 ； ② 巧克力 ， 引起 胃酸 倒流 ； ③ 柑橘类 果汁 ， 扰乱 消化道 ； ④ 生 洋葱 ， 可能 会 引起 腹痛 ； ⑤ 雪糕 ， 引起 腹痛 ； ⑥ 西兰花 和生 包心菜 ， 在 肠道 中 产生 气体 ； ⑦ 豆类 ， 产生 气体 和 膨胀 ； ⑧ 无糖 口香糖 ， 引起 食道 气体 的 产生 ； ⑨ 桃 ， 加重 胃肠 负担 。","global vision is sometimes a kind of pressure.
eating is also a burden {ei}
eat 9 kinds of food for a bad stomach ① fried chicken nuggets, cause nausea or diarrhea; ② chocolate, cause acid reflux; ③ citrus juice, disturb the digestive tract; ④ raw onions, may cause abdominal pain; ⑤ ice cream, cause abdominal pain; ⑥ broccoli and raw cabbage produce gas in the intestines; ⑦ beans, produce gas and swell; ⑧ sugar-free chewing gum, cause the production of gas in the esophagus; ⑨ peach, increase gastrointestinal burden.
eat 9 kinds of food for a bad stomach: ① fried chicken nuggets, causing nausea or diarrhea; ② chocolate, causing acid reflux; ③ citrus juice, disturbing the digestive tract; ④ raw onions, which may cause abdominal pain; ⑤ ice cream, causing abdominal pain; ⑥ broccoli and raw cabbage produce gas in the intestine; ⑦ beans, produce gas and swell; ⑧ sugar-free chewing gum, cause the production of gas in the esophagus; ⑨ peach, increase gastrointestinal burden.
[eat less 9 foods for a bad stomach] ① fried chicken nuggets, causing nausea or diarrhea; ② chocolate, causing acid reflux; ③ citrus juice, disturbing the digestive tract; ④ raw onions, which may cause abdominal pain; ⑤ ice cream, causing abdominal pain ⑥ broccoli and raw cabbage produce gas in the intestine; ⑦ beans, produce gas and swell; ⑧ sugar-free chewing gum, cause gas in the esophagus; ⑨ peach, increase gastrointestinal burden.","注意, 最好, 建议, 避免, 使用, 应, 过度, 尽量, 适当, 引起, 正常, 平时, 发动机, 及时, 保护","note, the best, suggest, avoid, use, should, over, try to, appropriate, cause, normal, usually, engine, timely, protection"
22,"国家 发改委 ： 当前 中国 经济 面临 许多 下行 压力 ， 诸如 投资 需求 疲软 、 出口 增速 放缓 、 生产 价格 下滑 以及 长期 产能 过剩 状况 。
【 发改委 批评 白酒 近期 轮番 提价 禁止 人为 制造 短缺 】 发改委 近日 约 谈 酒类 协会 及 华润 、 青岛 、 燕京 、 百威 四大 啤酒 集团 领导 ， 对 啤酒 企业 因 成本 压力 适当 提价 表示 理解 ， 但 对 成本 变化 不大 但 轮番 涨价 的 白酒 行业 提出批评 ， 提出 禁止 人为 制造 短缺 ， 不能 串通 涨价 ， 上半年 必须 保持 价格 稳定 。 {LK}
{EI} 据 我们 了解 ， 因 劳动力 、 土地 、 原材料 、 燃料 价格 的 上涨 ， 一些 生产 经营 企业 面临 成本上升 压力 ， 希望 通过 适当 调整 价格 ， 疏导 成本 压力 。 但 在实践中 ， 存在 部分 经营者 跟风 涨价 、 搭车 涨价 的 现象 ；
国家统计局 分析师 ： PPI 数据 表明 ， 部分 行业 产能 过剩 对 工业品 价格 形成 的 压力 依然 存在 ， 工业品 市场 供需 形势 仍 不 乐观 。
短期 看 ， 有机硅 单体 缺货 、 上游 原料 金属硅 涨价 、 下游 需求 回升 等 因素 将 继续 助推 DMC 价格上涨 。 中长期 看 ， 国内 有机硅 行业 经历 2011 年 以来 产能 过剩 导致 的 持续 低迷 后 ， 部分 企业 已经 永久 退出 ， 叠加 环保 压力 下 现有 产能 开工 不足 ， 新建 产能 受限 ， 行业 需求 格局 明显改善 。 相关 受 影响 个股 ： 新安 股份 、 兴发 集团 。","national development and reform commission: the chinese economy is currently facing many downward pressures, such as weak investment demand, slowing export growth, falling production prices, and long-term overcapacity.
[the national development and reform commission criticizes recent price increases for liquor to prohibit artificial shortages] the national development and reform commission recently interviewed the liquor association and the leaders of the four major beer groups of china resources, qingdao, yanjing and budweiser. the liquor industry, which has not changed much in cost but has increased prices in turn, criticized it, banning artificial shortages, and cannot collude to increase prices. it must maintain price stability in the first half of the year. {lk}
{ei} as far as we know, due to the rising prices of labor, land, raw materials, and fuel, some production and operation enterprises are facing rising cost pressures and hope to adjust prices appropriately to ease cost pressures. however, in practice, there is a phenomenon that some operators follow the trend and increase prices by taking a ride;
analyst from the national bureau of statistics: ppi data shows that the pressure of overcapacity in some industries on industrial product prices still exists, and the supply and demand situation in the industrial product market is still not optimistic.
in the short term, factors such as the shortage of organic silicon monomers, the price increase of upstream raw material silicon metal, and the rebound of downstream demand will continue to boost the price of dmc. in the medium and long term, after the domestic silicone industry has experienced a continuous downturn caused by overcapacity since 2011, some companies have permanently exited. under the pressure of environmental protection, existing capacity is under-started, new capacity is limited, and the industry demand pattern has improved significantly. related affected stocks: xin'an shares, xingfa group.","价格, 增长, 行业, 成本, 企业, 国内, 涨价, 部分, 需求, 下降, 利润, 环保, 均, 上半年, 产能","price, increase, industry, cost, enterprise, domestic, price increase, section, demand, decline, profit, environmental protection, all, first half, capacity"
23,"【 男性 早泄 用药 常识 ： 早泄 要 谨慎 用药 】 男性 早泄 用药 常识 ： 早泄 要 谨慎 用药 现代 社会 ， 社会 、 生活 、 工作 灯 压力 很大 ， 很多 男性 朋友 都 很 容易 患上 早泄 这种 疾病 ， 对于 早泄 危害 也 很大 ， 早泄 让 夫妻 难以 有 和谐 的 性生活 ， 而  SP } - - 发布 到 微刊 《 早泄 喷剂 好 吗 》 {LK}
【 男性 压力 越大 ， 越 容易 早泄 】 男性 压力 越大 ， 越 容易 早泄 现在 的 城市 生活 压力 是 越来越 大 ， 而 很多 的 男性 朋友 因此 也 换上 了 早泄 男性疾病 。 早泄 做 为 一种 很不受 人 欢迎 的 性功能 疾病 一直 受 男性 的 唾弃 。 早泄 是 男子  SP } - - 发布 到 微刊 《 早泄 喷剂 好 吗 》 {LK}
【 早泄 患者 调节性 - 生活 的 方法 】 早泄 患者 调节性 - 生活 的 方法 性生活 对于 夫妻 来说 非常 的 重要 ， 但是 近些年 由于 男性 朋友 的 压力 过大 ， 男性 常 出现 早泄 的 现象 ， 早泄 使 他们 之间 的 性生活 不能 同步 进入 性高潮 的话 ， 会  SP } - - 发布 到 微刊 《 早泄 喷剂 好 吗 》 {LK}
【 心理 小妙 招助 男性 对抗 早泄 】 心理 小妙 招助 男性 对抗 早泄 男人 早泄 不要 忽略 心理治疗 的 重要性 1 、 首先 一定 要 对 早泄 的 治疗 有个 正确 的 认识 ， 不必 有过 多 的 心理压力 。 早泄 并 不 可怕 ， 可怕 的 是 患者 没有 正确 治疗 的  SP } - - 发布 到 微刊 《 早泄 喷剂 好 吗 》 {LK}
【 泄速康 真的 有 那么 神奇 吗 ？ 【 治疗 早泄 永不 复发 】 】 早泄 患者 调节性 - 生活 的 方法 性生活 对于 夫妻 来说 非常 的 重要 ， 但是 近些年 由于 男性 朋友 的 压力 过大 ， 男性 常 出现 早泄 的 现象 ， 早泄 使 他们 之间 的 性生活 不能 同步 进入 性高潮 的话 ， 会  SP } - - 发布 到 微刊 《 早泄 喷剂 好 吗 》 {LK}","[common sense of male premature ejaculation: premature ejaculation should be used with caution] male premature ejaculation should be used with caution: premature ejaculation should be used with caution. it’s very big, premature ejaculation makes it difficult for couples to have a harmonious sex life, and sp}--published on the micro-published ""premature ejaculation spray is alright"" {lk}
[the greater the pressure on men, the easier it is for premature ejaculation] the greater the pressure on men, the easier it is for premature ejaculation. nowadays, the pressure of urban life is increasing, and many male friends are also suffering from premature ejaculation and male diseases. premature ejaculation, as a very unpopular disease of sexual function, has been cast aside by men. premature ejaculation is a male sp}--published in the micro-published ""premature ejaculation spray alright"" {lk}
[adjustment of premature ejaculation patients-the way of life] premature ejaculation patients-the way of life sex life is very important for couples, but in recent years, due to excessive pressure from male friends, men often experience premature ejaculation, which makes them if you can’t get into orgasm at the same time in your sexual life, you will sp}--published in the micro-publish ""how about premature ejaculation spray"" {lk}
[psychological tips to help men fight premature ejaculation] psychological tips to help men fight premature ejaculation. men with premature ejaculation should not ignore the importance of psychotherapy. 1. first of all, we must have a correct understanding of the treatment of premature ejaculation without excessive psychological pressure. premature ejaculation is not terrible. the terrible thing is that the patient does not have the correct sp}--published in the micro-publish ""how about premature ejaculation spray"" {lk}
[is susukang really that magical? [treatment of premature ejaculation never relapse]] premature ejaculation patients-the method of life sex life is very important for couples, but in recent years, due to excessive pressure from male friends, men often experience premature ejaculation. if your sex life can’t get into orgasm at the same time, you will be sp}--published in the micro-journal ""how about premature ejaculation spray"" {lk}","女性, 男性, 社会, 健康, 家庭, 心理, 发布, 年龄, 微刊, 性, 生育, 现代, 疾病, 年轻, 困扰","female, male, society, health, family, psychological, release, age, micro journal, sex, fertility, modern, disease, young, trouble"
